gas_valve_position_percent,measured_ch4_percent,voltage,diesel_mass_flow,water_flow,ch4_volumeflow_raw,current_phase_1,current_phase_2,power_output,boost_pressure,exhaust_pressure,ch4_volumeflow,co2_volumeflow_raw,co2_volumeflow_processed,generator_frequency,cooling_water_out_temp,cooling_water_in_temp,exhaust_temp,calculated_ch4_share_percent,ch4_mass_flow_calc,des_percent,efficiency_electric,efficiency_thermal,sheet
,,,,,,,,,,1.5958500000000002,,,,,,,,,,,,,P8C60_1
23.0,44.51,230.651,0.44,10.128,99.439,11.461,11.402,7.919,0.939,2.525,56.5,37.896,0.0,52.765,100.0,100.0,269.576,100.0,4.261671428571429,8.098296052956107,12.288134085378639,0.0,P8C60_2
23.0,44.05,230.864,0.538,10.213,98.646,11.475,11.396,7.929,0.931,2.512,56.5,37.403,0.0,52.571,100.0,100.0,270.007,100.0,4.227685714285714,9.797098222380736,12.173297341133551,0.0,P8C60_2
23.0,44.539,230.47,0.515,9.888,98.412,11.459,11.407,7.915,0.932,2.5,56.5,36.911,0.0,52.607,100.0,100.0,269.843,100.0,4.217657142857144,9.437987415626015,12.229190487749149,0.0,P8C60_2
23.0,44.625,230.7,0.408,9.431,98.883,11.467,11.4,7.925,0.944,2.519,56.6,37.242,0.0,52.771,100.0,100.0,269.881,100.0,4.237842857142857,7.593067173127172,12.434575839723,0.0,P8C60_2
23.0,44.411,230.47,0.525,9.497,98.877,11.46,11.4,7.915,0.943,2.518,56.6,37.591,0.0,52.81,100.0,100.0,269.881,100.0,4.237585714285714,9.56280427444179,12.154903311963615,0.0,P8C60_2
23.0,44.732,230.404,0.427,9.172,99.453,11.445,11.406,7.916,0.951,2.509,56.4,38.082,0.0,52.784,100.0,100.0,270.511,100.0,4.262271428571428,7.876855825037865,12.311343042500047,0.0,P8C60_2
23.0,44.395,230.404,0.458,9.499,99.839,11.454,11.401,7.916,0.933,2.508,56.5,38.593,0.0,52.741,100.0,100.0,270.511,100.0,4.278814285714286,8.370912010882542,12.197974193946102,0.0,P8C60_2
23.0,44.391,230.799,0.433,9.489,99.978,11.469,11.402,7.926,0.942,2.504,56.5,38.63,0.0,52.743,100.0,100.0,269.817,100.0,4.284771428571429,7.940135947854839,12.253742101114213,0.0,P8C60_2
23.0,44.588,230.667,0.411,10.148,99.359,11.467,11.4,7.922,0.921,2.506,56.2,37.701,0.0,52.571,100.0,100.0,269.872,100.0,4.258242857142857,7.610794567581058,12.36794773880794,0.0,P8C60_2
23.0,44.645,230.601,0.401,9.707,99.196,11.457,11.4,7.92,0.944,2.503,56.5,37.436,0.0,52.686,100.0,100.0,269.472,100.0,4.251257142857143,7.450706849687512,12.40660373062019,0.0,P8C60_2
23.0,44.428,230.454,0.551,9.632,98.836,11.462,11.402,7.914,0.939,2.497,56.5,37.215,0.0,52.7,100.0,100.0,269.67,100.0,4.235828571428572,9.992813499385104,12.100598601770736,0.0,P8C60_2
23.0,44.448,230.799,0.461,10.139,98.672,11.596,11.4,7.928,0.947,2.506,56.5,37.361,0.0,52.703,100.0,100.0,269.763,100.0,4.2288,8.512245132318329,12.341884096403344,0.0,P8C60_2
23.0,44.457,230.552,0.428,9.942,98.829,11.586,11.405,7.917,0.917,2.51,56.3,37.681,0.0,52.753,100.0,100.0,270.137,100.0,4.2355285714285715,7.939730602107846,12.382184433714686,0.0,P8C60_2
23.0,44.654,230.076,0.469,9.872,98.694,11.381,11.401,7.919,0.933,2.548,56.4,37.365,0.0,52.664,100.0,100.0,270.332,100.0,4.229742857142857,8.645428693430869,12.307183022515622,0.0,P8C60_2
23.0,44.506,230.634,0.406,10.087,98.888,11.577,11.402,7.915,0.932,2.52,56.5,37.411,0.0,52.66,100.0,100.0,270.351,100.0,4.2380571428571425,7.558306361783316,12.422928985167097,0.0,P8C60_2
23.0,44.551,230.733,0.538,10.133,99.177,11.594,11.406,7.922,0.919,2.502,56.4,37.927,0.0,52.729,100.0,100.0,269.931,100.0,4.250442857142858,9.749758098433526,12.10378020602132,0.0,P8C60_2
23.0,44.604,230.634,0.429,10.126,99.326,11.559,11.402,7.918,0.936,2.51,56.5,37.861,0.0,52.761,100.0,100.0,269.387,100.0,4.256828571428572,7.920144959219,12.324404995744459,0.0,P8C60_2
23.0,44.695,230.437,0.479,9.51,99.419,11.412,11.397,7.916,0.913,2.498,56.5,38.146,0.0,52.719,100.0,100.0,269.911,100.0,4.260814285714286,8.754875020487246,12.198174689846494,0.0,P8C60_2
23.0,44.559,230.766,0.433,10.151,100.065,11.463,11.407,7.92,0.94,2.527,56.3,38.659,0.0,52.784,100.0,100.0,269.987,100.0,4.2885,7.9337802198570815,12.234664836501784,0.0,P8C60_2
23.0,44.567,230.454,0.466,9.977,99.868,11.452,11.4,7.916,0.953,2.522,56.4,38.325,0.0,52.721,100.0,100.0,270.249,100.0,4.280057142857142,8.502433880405775,12.176928553851681,0.0,P8C60_2
,,,,,,,,,,1.5767500000000005,,,,,,,,,,,,,P8C60_2
20.0,45.011,230.372,0.509,16.174,106.665,14.61,14.435,10.067,0.956,2.711,61.0,40.936,0.0,52.408,100.0,100.0,312.905,100.00000000000001,4.571357142857145,8.678470266434706,14.471051592179801,0.0,P10C60
20.0,45.064,230.24,0.494,15.547,106.09,14.761,14.437,10.073,0.963,2.726,61.1,39.947,0.0,52.364,100.0,100.0,313.399,100.0,4.546714285714286,8.486199702555473,14.588806311514691,0.0,P10C60
20.0,45.081,230.306,0.634,16.339,106.625,14.438,14.429,10.07,0.953,2.722,61.1,40.686,0.0,52.686,100.0,100.0,313.633,100.0,4.569642857142857,10.587700230673212,14.178049068121265,0.0,P10C60
20.0,45.906,230.322,0.661,16.357,107.414,14.725,14.433,10.073,0.94,2.734,61.1,41.675,0.0,52.843,100.0,100.0,314.561,100.0,4.603457142857144,10.91713998232372,14.02622751529719,0.0,P10C60
20.0,45.303,230.503,0.453,16.826,106.879,14.701,14.433,10.073,0.95,2.729,61.0,40.898,0.0,52.52,100.0,100.0,314.221,100.0,4.580528571428572,7.783726142735542,14.592268269759778,0.0,P10C60
20.0,45.11,230.257,0.422,16.486,106.1,14.675,14.435,10.07,0.931,2.695,61.2,40.227,0.0,52.374,100.0,100.0,314.132,100.0,4.547142857142857,7.33949043248052,14.765819458932253,0.0,P10C60
20.0,45.048,230.618,0.526,16.754,106.74,14.707,14.446,10.079,0.935,2.74,61.1,40.661,0.0,52.506,100.0,100.0,313.162,100.0,4.574571428571429,8.936679545291334,14.437184677481449,0.0,P10C60
20.0,45.04,230.47,0.609,16.684,107.192,14.522,14.422,10.074,0.935,2.751,61.0,41.623,0.0,52.664,100.0,100.0,313.827,100.0,4.593942857142857,10.164311718161018,14.17546307708782,0.0,P10C60
20.0,44.978,230.388,0.426,16.623,107.206,14.5,14.429,10.068,0.948,2.714,61.0,41.571,0.0,52.564,100.0,100.0,314.434,99.99999999999999,4.594542857142858,7.333126469221633,14.611587681919067,0.0,P10C60
20.0,45.134,230.158,0.412,17.193,106.224,14.489,14.431,10.071,0.928,2.717,61.0,40.307,0.0,52.483,100.0,100.0,313.515,100.0,4.552457142857143,7.170274596501075,14.776983678230621,0.0,P10C60
20.0,45.339,230.404,0.465,16.633,106.633,14.498,14.422,10.072,0.953,2.711,61.0,40.421,0.0,52.392,100.0,100.0,312.99,100.0,4.569985714285714,7.990401769929139,14.591703853149737,0.0,P10C60
20.0,45.52,230.027,0.549,16.9,107.074,14.532,14.436,10.07,0.945,2.727,60.9,41.437,0.0,52.662,100.0,100.0,313.72,100.0,4.5888857142857145,9.264843108212814,14.327480339340887,0.0,P10C60
20.0,45.311,230.503,0.406,16.422,106.986,14.503,14.42,10.074,0.943,2.707,60.9,41.155,0.0,52.723,100.0,100.0,315.109,100.0,4.585114285714286,7.026400275817654,14.698852283828828,0.0,P10C60
20.0,44.986,230.174,0.494,16.73,106.615,14.729,14.423,10.069,0.948,2.723,61.1,40.563,0.0,52.384,100.0,100.0,314.262,100.00000000000001,4.5692142857142874,8.447941694655217,14.517269042303429,0.0,P10C60
20.0,45.101,230.552,0.477,16.528,106.157,14.738,14.428,10.078,0.942,2.72,61.0,40.247,0.0,52.42,100.0,100.0,313.11,100.0,4.549585714285715,8.213403620541232,14.630318004120815,0.0,P10C60
20.0,45.023,230.142,0.529,16.524,107.076,14.494,14.425,10.074,0.958,2.727,61.0,41.338,0.0,52.778,100.0,100.0,314.079,100.00000000000001,4.58897142857143,8.957407020080145,14.381467660383231,0.0,P10C60
20.0,45.2,230.388,0.43,17.137,107.024,14.512,14.423,10.077,0.957,2.724,61.0,41.321,0.0,52.664,100.0,100.0,314.802,100.0,4.586742857142857,7.408535838692831,14.63759797001403,0.0,P10C60
20.0,45.426,230.109,0.513,16.868,106.627,14.71,14.43,10.064,0.956,2.727,61.1,40.581,0.0,52.534,100.0,100.0,313.898,100.00000000000001,4.5697285714285725,8.74355191934863,14.461581250885343,0.0,P10C60
20.0,45.397,230.404,0.556,17.02,106.042,14.518,14.431,10.077,0.951,2.72,61.1,40.161,0.0,52.498,100.0,100.0,313.977,100.0,4.544657142857143,9.454487069090337,14.446713658231424,0.0,P10C60
20.0,45.319,230.059,0.482,16.955,106.402,14.497,14.433,10.069,0.946,2.725,61.0,40.595,0.0,52.498,100.0,100.0,313.843,100.0,4.560085714285714,8.274844844892991,14.573832969361614,0.0,P10C60
,,,,,,,,,,1.7755999999999992,,,,,,,,,,,,,P10C60
24.8,44.884,230.421,0.438,27.952,114.761,17.16,16.948,11.781,0.986,2.603,65.8,44.079,0.0,52.528,100.0,100.0,348.355,100.0,4.918328571428571,7.063806961967287,16.018487020423457,0.0,P12C60
24.8,44.44,230.766,0.47,28.234,114.674,17.176,16.951,11.792,0.935,2.607,65.7,44.013,0.0,52.451,100.0,100.0,348.292,100.0,4.914600000000001,7.546256363095187,15.962311929893188,0.0,P12C60
24.8,44.477,230.257,0.602,27.572,114.346,16.99,16.943,11.782,0.961,2.601,65.7,43.617,0.0,52.542,100.0,100.0,349.294,99.99999999999999,4.900542857142857,9.489604930449337,15.658324361651433,0.0,P12C60
24.8,42.502,230.667,0.552,28.408,120.737,17.018,16.947,11.792,0.958,2.59,65.6,44.739,0.0,52.51,100.0,100.0,350.332,100.00000000000001,5.174442857142858,8.345047116985798,15.029751899525992,0.0,P12C60
24.8,44.333,230.207,0.535,28.563,115.575,16.994,16.954,11.781,0.982,2.593,65.7,44.87,0.0,52.627,100.0,100.0,349.755,100.0,4.953214285714286,8.44048710775984,15.670054631069497,0.0,P12C60
24.8,44.855,230.503,0.403,28.775,115.377,17.131,16.948,11.785,0.962,2.61,65.8,44.247,0.0,52.368,100.0,100.0,350.261,100.0,4.944728571428571,6.50361439147146,16.034445649000652,0.0,P12C60
24.8,44.399,230.47,0.543,27.962,114.779,17.118,16.947,11.783,0.942,2.618,65.6,43.715,0.0,52.321,100.0,100.0,349.246,100.0,4.9191,8.610128209885753,15.752166449273561,0.0,P12C60
24.8,44.494,230.585,0.586,28.591,114.486,17.032,16.926,11.791,0.957,2.616,65.6,43.708,0.0,52.376,100.0,100.0,348.282,100.0,4.906542857142857,9.250469554726926,15.692474341633694,0.0,P12C60
24.8,44.756,230.174,0.548,28.128,114.725,17.012,16.948,11.78,0.957,2.608,65.7,44.029,0.0,52.707,100.0,100.0,349.659,100.0,4.916785714285714,8.686259191507304,15.742443451744547,0.0,P12C60
24.8,44.362,230.519,0.433,28.169,115.231,17.023,16.954,11.793,0.952,2.599,65.6,44.462,0.0,52.617,100.0,100.0,350.086,100.0,4.938471428571429,6.962284425880781,15.986845916993438,0.0,P12C60
24.8,44.777,230.454,0.394,28.86,115.029,17.122,16.954,11.783,0.955,2.61,65.8,44.115,0.0,52.524,100.0,100.0,349.233,100.00000000000001,4.929814285714286,6.3856548196387015,16.100513240961618,0.0,P12C60
24.8,44.358,230.388,0.421,28.801,114.778,17.135,16.953,11.787,0.953,2.617,65.8,43.777,0.0,52.364,100.0,100.0,349.232,100.0,4.9190571428571435,6.807367255846231,16.06848733309085,0.0,P12C60
24.8,44.518,230.306,0.599,28.832,114.265,16.997,16.95,11.779,0.973,2.605,65.6,43.432,0.0,52.487,100.0,100.0,349.768,100.0,4.8970714285714285,9.452845559749354,15.671796642094177,0.0,P12C60
24.8,44.711,230.503,0.698,29.026,114.953,17.0,16.949,11.787,0.953,2.604,65.7,44.252,0.0,52.532,100.0,100.0,349.822,100.0,4.926557142857143,10.78781403444459,15.358752356562217,0.0,P12C60
24.8,44.309,230.273,0.583,29.378,115.434,16.99,16.943,11.775,0.96,2.59,65.7,44.945,0.0,52.605,100.0,100.0,350.661,100.0,4.947171428571428,9.138766777081967,15.561611935378448,0.0,P12C60
24.8,44.662,230.47,0.414,29.243,115.232,16.997,16.95,11.788,0.978,2.606,65.9,44.293,0.0,52.558,100.0,100.0,349.539,99.99999999999999,4.938514285714286,6.677125027795859,16.028907408137172,0.0,P12C60
24.8,44.489,230.289,0.415,29.208,114.914,16.987,16.948,11.779,0.967,2.616,65.8,44.009,0.0,52.372,100.0,100.0,349.082,99.99999999999999,4.924885714285714,6.70945064463285,16.055428961669772,0.0,P12C60
24.8,44.42,230.404,0.63,29.093,114.246,17.006,16.952,11.788,0.973,2.592,65.6,43.336,0.0,52.469,100.0,100.0,349.216,100.00000000000001,4.896257142857144,9.895139518629623,15.609756392854601,0.0,P12C60
24.8,44.604,230.585,0.678,30.01,114.736,17.159,16.954,11.786,0.976,2.58,65.7,44.027,0.0,52.544,100.0,100.0,349.492,100.0,4.917257142857143,10.528985073260454,15.43113528094104,0.0,P12C60
24.8,44.325,230.421,0.62,29.355,115.369,16.998,16.954,11.789,0.96,2.596,65.7,44.804,0.0,52.629,100.0,100.0,349.886,100.0,4.944385714285715,9.667632064989665,15.49815562026847,0.0,P12C60
,,,,,,,,,,1.6410499999999997,,,,,,,,,,,,,P12C60
33.0,45.085,230.47,0.677,37.26,128.387,19.866,19.839,13.777,0.961,2.401,74.0,48.32,0.0,52.487,100.0,22.0,385.542,100.00000000000001,5.502300000000002,9.503301558912082,16.30478686025876,239.61993842037842,P14C60
33.0,45.282,230.125,0.693,37.367,129.167,19.874,19.83,13.776,0.985,2.356,74.1,49.236,0.0,52.498,100.0,22.112,387.404,100.0,5.535728571428572,9.65314557492943,16.178318493899184,238.11900678934083,P14C60
33.0,45.2,229.961,0.546,37.844,129.493,20.798,20.675,13.905,1.009,2.381,74.0,49.578,0.0,52.309,100.0,22.082,386.75,100.0,5.5497,7.746464363607481,16.632460608275778,245.72275284148586,P14C60
33.0,45.335,230.059,0.616,37.684,129.012,19.865,19.834,13.773,0.99,2.373,73.8,49.431,0.0,52.542,100.0,22.247,385.489,100.0,5.529085714285715,8.683120426517615,16.368100591712704,242.587779430496,P14C60
33.0,45.142,230.486,0.6,37.988,128.66,19.871,19.831,13.777,0.984,2.396,74.0,49.013,0.0,52.396,100.0,22.247,385.498,99.99999999999999,5.513999999999999,8.497923382165547,16.450944791957102,245.71111457768006,P14C60
33.0,45.303,230.24,0.666,37.367,128.493,20.074,19.821,13.774,1.007,2.376,74.2,48.307,0.0,52.305,100.0,22.286,389.271,100.0,5.506842857142857,9.35634694232593,16.31423796235171,239.61789050059994,P14C60
33.0,45.044,230.47,0.58,37.921,129.093,20.097,19.825,13.78,0.987,2.382,74.0,48.807,0.0,52.372,100.0,22.385,388.476,100.0,5.532557142857143,8.212632194157637,16.450466683670037,244.78200065320652,P14C60
33.0,45.122,230.355,0.67,38.77,129.745,20.076,19.829,13.773,0.988,2.382,73.9,49.794,0.0,52.449,100.0,22.46,387.406,100.00000000000001,5.560500000000001,9.32494263419737,16.161234773773334,245.74948754291933,P14C60
33.0,45.101,230.552,0.562,39.034,129.366,20.087,19.825,13.782,0.952,2.404,74.0,49.838,0.0,52.341,100.0,22.48,386.608,100.0,5.544257142857143,7.962596036243205,16.4628582620373,251.81108641991207,P14C60
33.0,44.732,230.24,0.646,38.977,129.049,19.868,19.816,13.777,0.973,2.385,74.0,49.069,0.0,52.416,100.0,22.565,386.205,100.0,5.530671428571429,9.065290307720876,16.299657646409678,248.7680302670143,P14C60
33.0,45.233,230.536,0.569,39.422,128.581,19.894,19.819,13.779,0.972,2.377,74.1,48.771,0.0,52.351,100.0,22.529,385.879,100.0,5.5106142857142855,8.098973657150072,16.5352226009201,255.32608883011125,P14C60
33.0,44.748,230.355,0.676,39.02,129.304,20.062,19.813,13.774,0.988,2.363,73.7,48.656,0.0,52.437,100.0,22.552,387.42,100.0,5.5416,9.429637535150272,16.198806128936415,247.59703098983744,P14C60
33.0,45.225,230.339,0.555,38.957,129.888,20.055,19.826,13.777,0.985,2.391,73.9,49.897,0.0,52.418,100.0,22.608,387.668,100.0,5.566628571428572,7.842071791283013,16.412211871916867,250.21829657547633,P14C60
33.0,44.617,230.339,0.497,39.176,129.308,20.036,19.819,13.77,0.954,2.387,74.0,49.662,0.0,52.327,100.0,22.638,387.645,99.99999999999999,5.541771428571429,7.110068642863769,16.60833020436637,254.66240828694774,P14C60
33.0,44.978,230.47,0.608,39.496,128.794,19.911,19.818,13.78,0.958,2.403,73.9,49.282,0.0,52.284,100.0,22.654,386.12,100.0,5.519742857142858,8.59330292543843,16.42027346254274,253.59878727055965,P14C60
33.0,44.65,230.109,0.687,39.859,128.898,19.889,19.819,13.771,0.954,2.375,74.0,48.568,0.0,52.366,100.0,22.651,386.066,100.0,5.5242,9.595642907093454,16.21651188532779,252.92869302580277,P14C60
33.0,44.937,230.388,0.573,39.764,129.632,19.908,19.827,13.783,0.972,2.398,73.9,49.481,0.0,52.575,100.0,24.297,387.414,100.0,5.555657142857143,8.09052738081028,16.407431203655076,249.6462360947625,P14C60
33.0,44.461,230.388,0.46,40.147,130.059,20.041,19.764,13.773,0.886,2.344,74.0,50.046,0.0,52.329,100.0,24.234,387.827,99.99999999999999,5.573957142857143,6.580078526982762,16.610259524879385,255.5644017452678,P14C60
33.0,44.851,230.799,0.64,40.133,129.629,20.047,19.83,13.832,0.98,2.405,73.9,50.115,0.0,52.437,100.0,24.303,387.783,100.0,5.555528571428571,8.952043117988142,16.31179659941609,249.58710382881551,P14C60
33.0,44.543,230.158,0.593,40.503,129.01,19.868,19.828,13.775,0.98,2.385,73.8,49.159,0.0,52.315,100.0,24.395,386.96,100.0,5.528999999999999,8.386220475087898,16.42395762267867,254.36007793348398,P14C60
,,,,,,,,,,1.40995,,,,,,,,,,,,,P14C60
9.0,36.034,229.78,0.332,3.122,82.518,0.002,0.0,0.0,0.917,3.068,38.6,39.416,0.0,52.977,100.0,0.019,147.351,100.0,3.5364857142857145,7.418051823595984,0.0,40.96394849442815,P0C50
9.0,35.927,230.207,0.332,3.199,82.516,0.001,0.0,0.0,0.911,3.068,38.5,39.436,0.0,52.936,100.0,0.032,147.406,100.0,3.5364000000000004,7.4182182825747764,0.0,41.969754170238645,P0C50
9.0,35.927,229.879,0.324,3.332,82.868,0.001,0.0,0.001,0.91,3.054,38.5,39.465,0.0,52.962,100.0,0.016,147.271,100.0,3.5514857142857146,7.223849029638171,0.0018797421362576558,43.62734740018369,P0C50
9.0,36.338,230.125,0.335,3.457,82.902,0.006,0.0,0.001,0.891,3.07,38.6,39.445,0.0,52.899,100.0,0.029,147.116,100.0,3.5529428571428574,7.448001533118359,0.0018744315089116075,45.13027951565802,P0C50
9.0,36.293,229.879,0.328,3.309,82.835,0.001,0.0,0.002,0.924,3.051,38.5,39.487,0.0,52.849,100.0,0.022,147.43,100.0,3.550071428571428,7.30921418846206,0.0037575214312080044,43.30097883703169,P0C50
9.0,36.543,230.092,0.333,3.446,82.964,0.002,0.0,0.001,0.921,3.072,38.4,39.543,0.0,53.005,100.0,0.039,147.442,100.0,3.5555999999999996,7.4017038363991245,0.0018739676780553513,44.971046358587216,P0C50
9.0,36.038,229.895,0.321,3.558,82.928,0.149,0.0,0.003,0.905,3.056,38.6,39.574,0.0,52.942,100.0,0.016,147.513,100.0,3.5540571428571432,7.1569410385031755,0.005639210255994097,46.58633176059339,P0C50
9.0,36.079,230.059,0.332,3.454,82.995,0.0,0.0,0.0,0.915,3.025,38.6,39.572,0.0,52.922,100.0,0.042,147.095,100.0,3.556928571428572,7.378563579301822,0.0,45.068519164304426,P0C50
9.0,35.915,229.944,0.353,3.608,82.999,0.0,0.0,0.002,0.909,3.058,38.6,39.607,0.0,52.843,100.0,0.032,147.292,100.0,3.5571,7.808487891766963,0.003729897155908349,46.86184954379187,P0C50
9.0,35.845,230.059,0.339,3.515,82.834,0.0,0.0,0.001,0.912,3.065,38.5,39.627,0.0,52.964,100.0,0.032,147.18,100.0,3.5500285714285713,7.535952015729111,0.0018741875647913895,45.88010638834637,P0C50
9.0,36.059,229.912,0.347,3.122,82.921,0.0,0.0,0.001,0.907,3.068,38.5,39.659,0.0,53.005,100.0,0.026,147.221,100.0,3.553757142857143,7.6926403726786665,0.0018690485419786327,40.64111174769108,P0C50
9.0,36.202,230.059,0.331,3.531,82.735,0.0,0.0,0.001,0.903,3.066,38.5,39.669,0.0,52.875,100.0,0.022,147.278,100.0,3.5457857142857145,7.37939084258932,0.0018796073946186459,46.22685403668231,P0C50
9.0,36.178,229.862,0.326,3.451,82.964,0.027,0.0,0.001,0.895,3.073,38.6,39.685,0.0,52.942,100.0,0.026,147.488,100.0,3.5555999999999996,7.257404359472678,0.0018768879537723333,45.11234536148101,P0C50
9.0,36.157,230.092,0.328,3.558,83.087,0.002,0.0,0.001,0.918,3.051,38.6,39.69,0.0,52.899,100.0,0.049,147.405,100.0,3.560871428571429,7.288661388148351,0.0018734778229661038,46.4158892533374,P0C50
9.0,35.993,230.125,0.347,3.582,83.034,0.002,0.0,0.001,0.919,3.053,38.5,39.653,0.0,52.91,100.0,0.035,147.191,100.0,3.5586,7.682975865565381,0.0018667003972514748,46.566457766645,P0C50
9.0,35.862,230.01,0.335,3.229,82.982,0.005,0.0,0.001,0.898,3.04,38.5,39.641,0.0,52.778,100.0,0.019,147.476,100.0,3.556371428571429,7.4413554949300575,0.0018727589067599846,42.120393890157345,P0C50
9.0,36.178,230.109,0.326,3.122,83.013,0.005,0.0,0.001,0.891,3.056,38.5,39.634,0.0,53.09,100.0,0.032,147.369,100.0,3.5577,7.253431262697263,0.0018758604435072878,40.786783640252146,P0C50
9.0,36.371,229.895,0.329,3.369,83.092,0.008,0.0,0.002,0.916,3.041,38.6,39.631,0.0,52.934,100.0,0.029,147.534,100.0,3.5610857142857144,7.308851004958335,0.003745914255511344,43.94686657010611,P0C50
9.0,36.075,229.994,0.323,3.249,82.814,0.062,0.0,0.005,0.886,3.056,38.5,39.672,0.0,53.029,100.0,0.012,147.107,100.0,3.549171428571429,7.207517590596897,0.009406494778224066,42.57752755483708,P0C50
9.0,36.046,229.879,0.314,3.199,82.707,0.006,0.0,0.001,0.919,3.059,38.4,39.603,0.0,52.914,100.0,0.035,147.256,100.0,3.544585714285714,7.029233180908408,0.0018873520973813947,42.04749909403917,P0C50
,,,,,,,,,,2.1491499999999997,,,,,,,,,,,,,P0C50
12.5,36.276,230.257,0.353,3.53,90.523,2.829,2.948,2.018,0.871,3.05,43.3,42.582,0.0,52.92,100.0,0.029,170.313,100.0,3.8795571428571427,7.2062396175449965,3.4731999106713873,42.31383540656725,P2C50
12.5,36.071,230.043,0.349,3.727,90.305,3.002,2.947,2.016,0.926,2.978,43.2,42.72,0.0,52.845,100.0,0.022,170.47,100.0,3.870214285714286,7.146387971595704,3.480377213091468,44.81512969732568,P2C50
12.5,36.137,230.404,0.351,3.447,90.569,3.028,2.953,2.018,0.914,2.97,43.3,42.752,0.0,52.871,100.0,0.032,170.482,100.0,3.8815285714285723,7.164957855643437,3.4729802324358268,41.315067612222634,P2C50
12.5,36.1,230.027,0.342,3.625,90.281,3.012,2.944,2.017,0.919,2.975,43.2,42.617,0.0,52.836,100.0,0.022,170.46,100.0,3.869185714285715,7.01483662877483,3.4879638802511597,43.661994210471555,P2C50
12.5,36.268,230.404,0.348,3.654,90.351,2.993,2.948,2.018,0.923,2.97,43.4,42.524,0.0,52.826,100.0,0.029,170.572,100.0,3.872185714285714,7.12400045372653,3.4828958044787535,43.92248781131836,P2C50
12.5,36.301,230.043,0.364,3.674,90.458,2.967,2.951,2.016,0.944,2.965,43.3,42.52,0.0,52.91,100.0,0.022,170.441,100.0,3.8767714285714288,7.419079964393904,3.4642866632514853,43.97358993414043,P2C50
12.5,35.151,230.142,0.38,3.397,90.332,2.886,2.942,2.013,0.919,2.987,43.3,42.521,0.0,52.78,100.0,0.042,170.727,100.0,3.871371428571428,7.729953274527906,3.452324996292914,40.570095883897,P2C50
12.5,36.33,230.125,0.351,3.183,90.131,2.904,2.95,2.017,0.926,2.178,43.4,42.565,0.0,52.867,100.0,0.022,170.878,100.0,3.8627571428571432,7.1972706346449655,3.486914038330365,38.32670266492223,P2C50
12.5,36.428,230.388,0.334,3.981,90.527,2.903,2.941,2.015,0.91,2.956,43.3,42.637,0.0,52.93,100.0,0.029,171.113,100.0,3.879728571428571,6.8446360858507775,3.4813971705367868,47.903778091260456,P2C50
12.5,36.301,230.306,0.33,3.571,90.294,2.907,2.951,2.018,0.913,2.979,43.2,42.7,0.0,52.954,100.0,0.019,171.171,100.0,3.8697428571428567,6.784492593310483,3.497834205654814,43.11321564087213,P2C50
12.5,36.359,230.043,0.35,3.871,90.64,2.898,2.944,2.014,0.903,2.966,43.3,42.818,0.0,52.94,100.0,0.026,171.253,100.0,3.8845714285714283,7.1408056988509925,3.4642822107025246,46.37554954016119,P2C50
12.5,36.478,230.142,0.341,3.362,90.413,2.904,2.952,2.017,0.909,2.985,43.3,42.759,0.0,52.839,100.0,0.009,171.261,100.0,3.874842857142857,6.98626029398019,3.4839419290727056,40.45280691172119,P2C50
12.5,36.519,230.191,0.349,3.856,90.529,2.892,2.944,2.015,0.9,2.991,43.2,42.647,0.0,52.861,100.0,0.019,171.038,100.0,3.8798142857142857,7.129966106153303,3.4706571558776877,46.26112574720243,P2C50
12.5,36.453,230.076,0.346,3.59,90.232,2.951,2.961,2.016,0.937,2.974,43.3,42.571,0.0,52.804,100.0,0.019,171.158,100.0,3.8670857142857145,7.094641213392151,3.4851340898535885,43.22807741527518,P2C50
12.5,36.432,230.372,0.348,3.551,90.223,2.907,2.948,2.018,0.933,2.975,43.3,42.552,0.0,52.889,100.0,0.029,170.751,100.0,3.8667000000000002,7.133386360879444,3.4874845375728136,42.740625027912046,P2C50
12.5,36.338,230.043,0.332,3.602,90.328,2.904,2.946,2.018,0.921,2.982,43.2,42.573,0.0,52.995,100.0,0.111,171.249,100.0,3.8712000000000004,6.820412333097538,3.495170248969201,43.4143775096398,P2C50
12.5,36.317,230.372,0.34,3.792,90.442,2.9,2.96,2.018,0.924,2.977,43.1,42.597,0.0,52.948,100.0,0.154,171.47,100.0,3.8760857142857144,6.965121723586037,3.485343456227292,45.556300643669324,P2C50
12.5,36.207,230.059,0.349,3.661,90.218,2.901,2.953,2.017,0.904,2.991,43.1,42.611,0.0,52.82,100.0,0.062,171.587,100.0,3.866485714285715,7.152786520913519,3.48522130715777,44.04330252057068,P2C50
12.5,36.309,230.109,0.355,3.615,90.196,2.9,2.949,2.015,0.917,2.963,43.1,42.631,0.0,52.871,100.0,0.068,171.077,100.0,3.865542857142857,7.268464655967473,3.4782757274392617,43.443706196454016,P2C50
12.5,36.174,230.043,0.35,4.085,90.168,2.908,2.948,2.016,0.902,2.985,43.2,42.667,0.0,52.853,100.0,0.065,171.42,100.0,3.8643428571428577,7.1755032944583075,3.4845722790137583,49.157938128117,P2C50
,,,,,,,,,,2.0241,,,,,,,,,,,,,P2C50
